Genre;Beats_song;Danceability;Loudness;Spectral_Rolloff;Spectral Centroid;Energy;MFCC 1;MFCC 2;MFCC 3;MFCC 4;MFCC 5;MFCC 6;MFCC 7;MFCC 8;MFCC 9;MFCC 10;MFCC 11;MFCC 12;MFCC 13;MFCC 14;MFCC 15;MFCC 16;MFCC 17;MFCC 18;MFCC 19;MFCC 20
Alternative;2,502682013294128;-1,4672478020624737;-0,42145482324909594;-0,5023431400780459;-1,7619922137735737;-0,4214548188562012;-1,2865006393150016;2,6801777390628954;-0,8869287320142002;-0,3733981253218472;1,749435532174916;-0,4190246503802868;-2,606353015575377;-1,3470311637391754;0,6712049029439252;-0,6888359314952984;0,4726431904882811;0,3863853351102276;1,8026562051689377;0,6414257154279013;0,7326738110892637;-0,23205265452611643;1,4841333608012282;0,7207935466606868;0,2669669481073185;-0,619060141813411
Alternative;-0,36768216577948276;2,592871064483243;0,21149397187862626;-0,7893356257076329;-0,5484604319934288;0,2114939906493916;-0,1555136792981926;0,6796241402394634;0,5592613237621412;-0,2895298737691638;-0,09611732775800688;0,04481959495775738;0,036980953333850874;-0,8600153888550361;-0,7060577001064823;-0,5470808703255503;-0,08126326519410862;-0,5537103922820914;-0,12877416063795669;-0,17698749145339462;-0,5911671467092922;0,19531121783502936;-0,7396971612347144;0,9740512056699772;-0,08209719751825213;-0,23591454652636973
Alternative;0,3166430689665436;-0,4364303505227904;0,8623475003439042;-0,4644578904300823;0,1260840231498213;0,8623475173667802;0,5159056620713746;0,2140745709917151;0,5906509811902696;0,8827905269731225;-0,13714185237968393;0,2927867074023168;-0,9675100211049252;-0,4857568916496298;-1,1813181360500327;-0,6004938119749854;-0,5983563462855227;-0,6628169665029905;-1,1632700036125287;-1,8881934025936633;-1,5389811906412565;-1,2467445487856954;-2,5990949649285424;-1,6137898536967077;-2,17101774106512;-1,96152177186337
Alternative;0,0010930996114314508;0,4299897946246204;1,125606890082304;-0,7206550736179997;-0,2507171759055584;1,1256068970455102;0,8536327686579007;0,6597637101016036;-1,3649971979495827;1,3726370546459792;1,4733545161583634;0,6542832351118172;0,5752272083111427;1,3203839406234703;-0,43760788742179235;0,09243754665922078;1,4857130573899036;1,4842911906132505;-0,6192507842969089;0,5943208591176375;2,922054351181108;-0,031964457435861404;-0,47094436140251933;1,7338493523791223;2,563738419311635;-0,6965975740986402
Alternative;-0,531159860746589;-0,38625319428658367;-1,2445769748626578;0,5124651843248652;-1,2284335847483157;-1,2445769432860954;-1,5421295025595922;1,2778670725134254;-0,16129210571274405;-1,8339693144321394;1,2311561585178228;-0,15361949534248762;-0,3023116918277191;-0,4585564139567301;0,3310193207532987;-0,7346731528799966;0,17759608597797175;-0,09236285882731216;0,16205027467191607;-0,24644939526512355;1,0713528158468875;-0,08082388794805281;0,663477425314301;0,22067442499099385;1,2275963528856817;0,34253702020692
Alternative;1,1492387712408758;-0,5742193158491422;0,20869788830458394;-0,466508252609215;1,0923963922248419;0,20869792275183977;0,089211727521931;-0,028531682770351594;0,76090051833837;-1,4699581866437565;-0,46258684491212515;0,5327803835255263;0,8374492647237337;0,760278705137423;0,7021352568092308;1,1595900303637199;2,1248120226382925;1,4114313858409253;1,895983722563093;1,1772947883449363;1,5915816925350625;1,1507884569458102;1,3126614146082123;1,1677949576880422;0,829711482843773;0,923685447504073
Alternative;-1,3447465287224205;0,8608351325843574;-1,6969618728092197;0,20659403360425288;0,33057918021167626;-1,6969618770185562;-0,2815901974797925;-1,0748561755182928;0,5519253181337782;-0,036949750917069514;0,5105683828188773;-0,22542644839178552;-0,5344674532877365;0,5145368445148935;-0,834127596834773;0,5652216740092035;-0,23253949592013065;0,01962772481371943;-0,7727630572879746;0,1646457087311977;-0,3313164797376437;-0,21726210129217285;-1,0687385170738435;-1,3065738101698912;-0,6203090083278905;-1,0671531751113414
Alternative;1,3203200799273824;-0,3197958672457681;0,5473638467163863;-0,31469340164215565;-0,8199544974492229;0,5473637878845237;-1,1049462684697533;1,6536519743204945;1,1237315974445563;-0,9707776113360659;-0,49862685156685815;-0,8465384310444714;-0,5533883179786725;-0,8679037940520413;-0,02111350394440816;-0,23719375739813905;0,5245713561077239;-0,6465148361682496;-1,4179419163915323;-1,4872195803080563;-1,176403148894943;-1,3608499283513567;1,424628048108789;1,6711854532558357;0,293715497254526;-1,7015689859072316
Alternative;-0,13957375419747398;-0,49524160047909155;-0,3567885484788041;0,12748869352667166;-1,3868178997179557;-0,3567885645305622;-0,7886923864353608;1,543472683502401;-0,2969266028688788;-0,9182242190201746;0,329131756173825;0,1673212861565742;0,7020432727572642;-1,0955988566661652;-0,6223901958934356;-0,9328161958975825;-0,6077258188650113;-0,6699047639745402;-0,9181561763474431;-1,2397220904930688;-1,3939461775331727;-0,6377022553447957;-0,20227279158595768;-1,0378396010536146;-0,4897764995029987;0,09038895966128356
Alternative;-1,181268833755314;0,15176373499012202;-1,1871982089793238;-0,9298679365489015;-0,08918184892621087;-1,1871982041516882;-2,163628450594722;0,3455226318583444;2,0856286778503477;1,1682269990344496;2,412262743670554;1,684395045948949;1,5008814060409148;0,992952186779929;1,290987404161608;0,45265815640384804;1,3739566384632727;-0,31326930522210433;1,3689660540634931;0,05373818904511259;1,5492709513669087;-0,45596011956504384;0,0785590665407629;0,21155568094830984;0,42776418611351685;0,04816396896079723
Alternative;-0,36388035891978265;-0,16152164030495406;0,6720542414860783;-0,7715182166287804;0,2019429537767795;0,672054235989234;0,4314741269048063;-0,8056078868198352;0,6502372077893067;-0,6588892704882215;0,03920402364797666;0,503939208186048;0,5996605046123366;0,6663907513435673;-1,0744990127100909;0,1460796081379637;0,3780783596668198;0,40360295181457045;-0,52117678745324;0,08039423342175657;-0,774995381513972;-0,7140879407799853;-0,8872994607073936;-0,7791428130449093;-0,7516001459568388;0,6426794094621137
Alternative;-0,8429080232420011;-0,8567667352573389;0,4856089402438668;-0,2052580343564135;0,18954581978547017;0,4856089467448077;1,00923349385522;-0,04960476247952432;-0,16786159364245923;0,6238852361493681;-0,7041298952329844;0,46388614958364344;-0,5958806743218351;0,429637536045326;-0,7206396791033056;0,38716649192885394;-0,5749949338203159;0,15711805430808828;-0,6074154237722295;-0,24264199725193325;-0,46624787202930795;-0,1694069546461115;0,18677262149310894;-0,4321917979709721;-0,3901727551196923;0,012248350251645935
Alternative;0,46491353649484934;-0,8803833518872581;-1,42936457830613;-0,36570977901127744;-0,9954539595117442;-1,4293645409408877;-1,9095831021533851;0,7129606313422407;0,5447654558396198;-1,6519076012590643;-0,5960222767774885;-0,4168842402202523;-1,3704181019888566;-1,745890472141089;-1,5734910650677552;-0,9335881959747178;-1,6789771088554797;-0,769067683312055;-1,0129701763788315;-0,6723254053447288;-1,3437167587612404;-1,6401900847793158;-0,9642020731710055;-0,5060127125735177;1,5997118067837326;0,5039938285786435
Alternative;0,24440873863224083;-0,6030953509718809;-0,1563332756778076;-0,6091099238078997;-1,5040303969290172;-0,15633329038023452;-1,3298897771015974;1,1468666898915072;1,0123384968565357;1,1483341533142484;-1,469893954445109;-1,3641867694570369;-0,678964085312486;-1,083916378132341;-1,813413774760809;-3,536854294522033;-3,214045518245258;-1,9095234158697099;-1,8451207538268841;-1,1136273803937544;-0,05017361325408651;-1,3102586517714903;-3,2507588265320027;-2,636362276780916;-0,2068431469402475;-1,233324681998609
