Genre;Beats_song;Danceability;Loudness;Spectral_Rolloff;Spectral Centroid;Energy;MFCC 1;MFCC 2;MFCC 3;MFCC 4;MFCC 5;MFCC 6;MFCC 7;MFCC 8;MFCC 9;MFCC 10;MFCC 11;MFCC 12;MFCC 13;MFCC 14;MFCC 15;MFCC 16;MFCC 17;MFCC 18;MFCC 19;MFCC 20
Alternative;1105;0.71214359998703;32.801225625280146;935.0699462890625;0.09826469421386719;48.9570519784366;-274.9371337890625;194.78880310058594;-12.6482515335083;19.82967185974121;21.642982482910156;4.708492755889893;-17.554285049438477;-5.494577407836914;2.218350648880005;-1.8826426267623901;-0.12983766198158264;3.468536376953125;5.549294948577881;3.3491270542144775;0.19333207607269287;-0.5992764830589294;2.2118911743164062;2.7357654571533203;-1.7629740238189697;-2.2842857837677
Alternative;350;2.058807849884033;35.248104357060214;570.4124755859375;0.17587050795555115;52.60910977485176;-158.8057098388672;127.01050567626953;16.886337280273438;20.926870346069336;5.331843852996826;8.70185375213623;0.5551163554191589;-1.9948327541351318;-5.890038013458252;-1.032331943511963;-2.9229636192321777;-1.5592422485351562;-2.9920759201049805;-0.4197674095630646;-4.994518280029297;1.1226441860198975;-5.999294757843018;3.6617681980133057;-3.0021719932556152;-0.8437367081642151
Alternative;530;1.0540461540222168;37.76419992208035;983.2075805664062;0.21900787949562073;56.36447618185902;-89.86337280273438;111.23779296875;17.527387619018555;36.263641357421875;4.969265937805176;10.836669921875;-6.326621055603027;0.6946266889572144;-8.68804931640625;-1.3527268171310425;-5.530454635620117;-2.14276123046875;-7.566930294036865;-8.30008316040039;-8.708799362182617;-4.687640190124512;-12.864863395690918;-5.800326347351074;-10.417961120605469;-7.331666946411133
Alternative;447;1.3414212465286255;38.7819185853449;657.6791381835938;0.19491130113601685;57.883459163731;-55.18505096435547;126.33763885498047;-22.411529541015625;42.67201232910156;19.202957153320312;13.948891639709473;4.2426252365112305;13.673737525939941;-4.309587478637695;2.8037874698638916;4.978663444519043;9.34030818939209;-5.161112308502197;3.1322033405303955;8.77304744720459;0.20691239833831787;-5.006962299346924;6.439868450164795;6.390697956085205;-2.575810670852661
Alternative;307;1.0706889629364014;29.619167136593312;2224.50244140625;0.1323859691619873;44.20771123115862;-301.18548583984375;147.27883911132812;2.1709482669830322;0.7218871116638184;17.062389373779297;6.993437767028809;-1.7693673372268677;0.8900920748710632;0.21556852757930756;-2.157594919204712;-1.617640733718872;0.908116340637207;-1.705962061882019;-0.7396481037139893;1.520542860031128;0.010049563832581043;-0.8182671070098877;0.9071468114852905;1.6473160982131958;1.331122875213623
Alternative;749;1.0083441734313965;35.23729514550587;980.6023559570312;0.280803918838501;52.592976714150474;-133.67694091796875;103.01834869384766;21.004281997680664;5.484028339385986;2.0929579734802246;12.902840614318848;6.039100646972656;9.648764610290527;2.4004476070404053;9.205048561096191;8.201380729675293;8.950642585754395;5.96201753616333;5.81687068939209;3.559208869934082;4.972422122955322;1.5787547826766968;4.370166301727295;0.23480172455310822;3.5161221027374268
Alternative;93;1.4843244552612305;27.870319530144243;1835.857421875;0.2320854216814041;41.597490784565316;-171.75143432617188;67.5691146850586;16.73651885986328;24.231225967407227;10.693778991699219;6.375232219696045;-3.3598594665527344;7.882838726043701;-6.644026756286621;5.639759540557861;-3.68578839302063;1.5070594549179077;-5.839990139007568;1.1534959077835083;-3.9762189388275146;-0.5396828651428223;-7.214234352111816;-4.677031993865967;-4.91285514831543;-3.9690239429473877
Alternative;794;1.0927315950393677;36.546523533638805;1173.5008544921875;0.15850836038589478;54.54704834611011;-256.29486083984375;160.01034545898438;28.414142608642578;12.014511108398438;1.7744336128234863;1.027910590171814;-3.489485740661621;-2.0515196323394775;-1.857550859451294;0.826510488986969;0.13201504945755005;-2.055574893951416;-8.693166732788086;-6.453548908233643;-7.287933349609375;-5.147389888763428;1.9921760559082031;6.2107462882995605;-1.6680151224136353;-6.354297637939453
Alternative;410;1.0345395803451538;33.05121509301733;1735.3448486328125;0.12225723266601562;49.33017045931247;-223.82144165039062;156.27749633789062;-0.5990259051322937;12.702035903930664;9.090228080749512;9.75650405883789;5.111438274383545;-3.6877593994140625;-5.397460460662842;-3.3461461067199707;-5.577701091766357;-2.1806678771972656;-6.482962608337402;-5.3137922286987305;-8.140438079833984;-2.2337067127227783;-4.01492977142334;-3.694441318511963;-4.449457168579102;0.38309773802757263
Alternative;136;1.2491389513015747;29.840984261416793;391.8497619628906;0.20524154603481293;44.53878140374962;-365.0019226074219;115.69122314453125;48.05833435058594;39.99783706665039;27.501100540161133;22.81740379333496;10.584254264831543;11.320779800415039;5.8672099113464355;4.964552879333496;4.415121078491211;-0.2733258008956909;3.631385564804077;0.642753005027771;3.393402099609375;-1.5014371871948242;-2.977997064590454;0.8738053441047668;-1.1921344995498657;0.22434040904045105
